"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: aResourcesXitem","Param: bDifficulty","Param: cSample"
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,1.844517,NaN,"ms/op",OR10x100-,0.50,_7
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,2.482319,NaN,"ms/op",OR10x100-,0.50,_8
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,1.233320,NaN,"ms/op",OR10x100-,0.50,_9
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,1.866891,NaN,"ms/op",OR10x100-,0.50,_10
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,2.057162,NaN,"ms/op",OR10x100-,0.75,_1
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,1.596186,NaN,"ms/op",OR10x100-,0.75,_2
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,2.572421,NaN,"ms/op",OR10x100-,0.75,_3
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,2.259503,NaN,"ms/op",OR10x100-,0.75,_4
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,1.604910,NaN,"ms/op",OR10x100-,0.75,_5
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,2.017149,NaN,"ms/op",OR10x100-,0.75,_6
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,0.995052,NaN,"ms/op",OR10x100-,0.75,_7
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,2.156931,NaN,"ms/op",OR10x100-,0.75,_8
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,3.033000,NaN,"ms/op",OR10x100-,0.75,_9
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,1.076749,NaN,"ms/op",OR10x100-,0.75,_10
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,9.313842,NaN,"ms/op",OR10x250-,0.25,_1
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,13.193933,NaN,"ms/op",OR10x250-,0.25,_2
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,28.190813,NaN,"ms/op",OR10x250-,0.25,_3
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,18.922546,NaN,"ms/op",OR10x250-,0.25,_4
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,21.775545,NaN,"ms/op",OR10x250-,0.25,_5
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,25.167130,NaN,"ms/op",OR10x250-,0.25,_6
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,15.149447,NaN,"ms/op",OR10x250-,0.25,_7
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,21.955816,NaN,"ms/op",OR10x250-,0.25,_8
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,12.370588,NaN,"ms/op",OR10x250-,0.25,_9
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,12.490263,NaN,"ms/op",OR10x250-,0.25,_10
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,44.252447,NaN,"ms/op",OR10x250-,0.50,_1
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,24.000703,NaN,"ms/op",OR10x250-,0.50,_2
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,12.118737,NaN,"ms/op",OR10x250-,0.50,_3
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,30.146403,NaN,"ms/op",OR10x250-,0.50,_4
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.fTestToyodaBI","avgt",1,1,15.725578,NaN,"ms/op",OR10x250-,0.50,_5
